date,instrument_type,value_rub_mm,value_usd_mm,num_trades,year,month,quarter
2016-02-10,options,25822.287719,328.191708479,34053.0,2016,2,1
2016-02-11,options,22316.126709,282.236463502,31363.0,2016,2,1
2016-02-12,options,19619.203789,247.985244014,27919.0,2016,2,1
2016-02-15,options,29641.453654,372.871455649,31578.0,2016,2,1
2016-02-16,options,27396.745509,352.237429917,36155.0,2016,2,1
2016-02-17,options,41295.41907,541.614782215,34749.0,2016,2,1
2016-02-18,options,39781.59568,511.001186636,46279.0,2016,2,1
2016-02-19,options,35441.969201,469.69445318199996,32377.0,2016,2,1
2016-02-20,options,5743.527025,75.2108214159,8926.0,2016,2,1
2016-02-22,options,12224.914794,158.492191291,17372.0,2016,2,1
2016-02-24,options,20045.486365,259.883452198,24409.0,2016,2,1
2016-02-25,options,18649.670486,244.128641521,24850.0,2016,2,1
2016-02-26,options,27065.609195,354.294825763,32848.0,2016,2,1
2016-02-29,options,18751.083321,249.713788878,24624.0,2016,2,1
2016-03-01,options,25601.640143,337.310178249,33080.0,2016,3,1
2016-03-02,options,30180.483663,407.549176043,28311.0,2016,3,1
2016-03-03,options,21304.566666,289.363572806,25760.0,2016,3,1
2016-03-04,options,27534.084175,372.968270228,28424.0,2016,3,1
2016-03-07,options,25387.792766,346.896959858,32059.0,2016,3,1
2016-03-09,options,29917.668675,408.792855884,34798.0,2016,3,1
2016-03-10,options,28319.319751,391.272422383,31241.0,2016,3,1
2016-03-11,options,33417.930928,470.06069430400004,39209.0,2016,3,1
2016-03-14,options,32773.257398,466.14700160900003,32000.0,2016,3,1
2016-03-15,options,47071.994001,670.978986304,38951.0,2016,3,1
2016-03-16,options,26408.926858,374.37804586799996,22120.0,2016,3,1
2016-03-17,options,28391.484189,399.735928862,29784.0,2016,3,1
2016-03-18,options,21476.829736,313.256890131,23972.0,2016,3,1
2016-03-21,options,14247.843608,208.293889531,19432.0,2016,3,1
2016-03-22,options,15773.197413,229.232936188,18619.0,2016,3,1
2016-03-23,options,25178.830396,371.498492041,25587.0,2016,3,1
2016-03-24,options,15787.241927,233.397869144,20780.0,2016,3,1
2016-03-25,options,12170.426505,176.55494198699998,15207.0,2016,3,1
2016-03-28,options,10858.509416,158.669874829,14471.0,2016,3,1
2016-03-29,options,12442.761712,183.573815437,15306.0,2016,3,1
2016-03-30,options,22045.107029,320.63324983399997,21509.0,2016,3,1
2016-03-31,options,17244.559378,255.06835589500002,22113.0,2016,3,1
2016-04-01,options,14022.305759,206.65042265,19320.0,2016,4,2
2016-04-04,options,18619.352364,277.317173769,23036.0,2016,4,2
2016-04-05,options,12260.656357,178.530801569,20533.0,2016,4,2
2016-04-06,options,12177.460309,176.766477462,17717.0,2016,4,2
2016-04-07,options,15743.099996,229.75416469299998,19250.0,2016,4,2
2016-04-08,options,17039.751505,251.33859674599998,23940.0,2016,4,2
2016-04-11,options,21604.127066,320.221489664,26785.0,2016,4,2
2016-04-12,options,19205.610953,286.117109169,25144.0,2016,4,2
2016-04-13,options,30160.836845,454.6019155,35300.0,2016,4,2
2016-04-14,options,20056.320741,304.96395931300003,23795.0,2016,4,2
2016-04-15,options,41105.637502,618.172648063,21953.0,2016,4,2
2016-04-18,options,38392.025067,581.2992475909999,43629.0,2016,4,2
2016-04-19,options,28804.063675,421.899093558,34221.0,2016,4,2
2016-04-20,options,23843.890905,363.211504264,30115.0,2016,4,2
2016-04-21,options,70193.4289,1062.95056817,45479.0,2016,4,2
2016-04-22,options,21221.751446,326.360951966,20774.0,2016,4,2
2016-04-25,options,11355.20176,171.477439678,13912.0,2016,4,2
2016-04-26,options,12791.336679,191.97707740599998,14290.0,2016,4,2
2016-04-27,options,12766.856788,192.110208243,16556.0,2016,4,2
2016-04-28,options,17634.374433,270.624421563,21461.0,2016,4,2
2016-04-29,options,17832.915834,273.875165811,22254.0,2016,4,2
2016-05-04,options,19742.64263,306.88013737800003,26575.0,2016,5,2
2016-05-05,options,16711.079359,252.540800749,20967.0,2016,5,2
2016-05-06,options,13152.245586,199.603677332,18723.0,2016,5,2
2016-05-10,options,17383.907273,262.625350083,19845.0,2016,5,2
2016-05-11,options,20939.774225,315.701799173,24966.0,2016,5,2
2016-05-12,options,20687.432287,312.29706907,24966.0,2016,5,2
2016-05-13,options,22392.674232,344.711098125,23822.0,2016,5,2
2016-05-16,options,21833.169138,336.253925545,24926.0,2016,5,2
2016-05-17,options,29099.033561,448.155932041,27545.0,2016,5,2
2016-05-18,options,21671.266537,335.916757918,23489.0,2016,5,2
2016-05-19,options,46054.13796,707.827172896,50757.0,2016,5,2
2016-05-20,options,16257.381467,245.53898094,18353.0,2016,5,2
2016-05-23,options,15682.977051,236.269474611,16679.0,2016,5,2
2016-05-24,options,10482.246001,156.34059437,13937.0,2016,5,2
2016-05-25,options,21895.485416,326.55800158999995,23988.0,2016,5,2
2016-05-26,options,19807.263109,300.58871185799995,20918.0,2016,5,2
2016-05-27,options,16300.755261,249.98781191100002,15152.0,2016,5,2
2016-05-30,options,10244.567658,155.12365229,11496.0,2016,5,2
2016-05-31,options,12907.735934,195.327597079,14490.0,2016,5,2
2016-06-01,options,19012.628349,288.086713311,22697.0,2016,6,2
2016-06-02,options,20036.843016,300.78304505299997,23050.0,2016,6,2
2016-06-03,options,22381.33597,335.30543438,24267.0,2016,6,2
2016-06-06,options,22625.538086,338.437645727,23726.0,2016,6,2
2016-06-07,options,24946.487137,379.187029172,28550.0,2016,6,2
2016-06-08,options,33403.165874,512.248571499,31746.0,2016,6,2
2016-06-09,options,22623.399404,349.775886468,23022.0,2016,6,2
2016-06-10,options,20491.862908,321.490408063,25731.0,2016,6,2
2016-06-14,options,37108.417125,573.477609697,46019.0,2016,6,2
2016-06-15,options,31654.383925,479.389615194,29727.0,2016,6,2
2016-06-16,options,23898.614969,362.563869084,20783.0,2016,6,2
